Ticker,Company
4537.TWO,"Shuz Tung Machinery Industrial Co., Ltd."
3206.TWO,Kingstate Electronics Corp.
3438.TWO,"Advanced Analog Technology, Inc."
4706.TWO,Tah Kong Chemical Industrial Corporation
6748.TWO,"ACRO Biomedical Co., Ltd."
2949.TWO,"H.H.Galaxy Co., Ltd."
6676.TWO,Sunny Pharmtech Inc.
5603.TWO,Sea & Land Integrated Corp.
6791.TWO,Taiwan Auto-Design Co.
8935.TWO,"Pontex Polyblend Co.,Ltd"
4420.TWO,"Kwang Ming Silk Mill Co., Ltd."
8032.TWO,"Koryo Electronics Co., Ltd."
6735.TWO,"AMIDA Technology, Inc."
7723.TWO,"Jhu Jian Catering Co., Ltd."
2249.TWO,"Young Shine Electric Co., Ltd."
7583.TWO,International Ocean Group
5014.TWO,"Chain Chon Industrial Co., Ltd."
1599.TWO,"Aeon Motor Co.,Ltd."
6140.TWO,"Dimension Computer Technology Co., Ltd."
4995.TWO,Litemax Electronics Inc.
6425.TWO,Easy Field Corporation
6692.TWO,"Acmepoint Energy Services Co.,LTD"
3489.TWO,"Sun Brothers Development Co., Limited"
5015.TWO,Rodex Fasteners Corp.
3178.TWO,"Gongin Precision Ind. Co., Ltd"
8933.TWO,Ideal Bike Corporation
5464.TWO,"Lin Horn Technology Co., Ltd."
